dispnum,ccode1,ccode2,year,midongoing,midonset,sidea1,sidea2,revstate1,revstate2,revtype11,revtype12,revtype21,revtype22,fatality1,fatality2,fatalpre1,fatalpre2,hiact1,hiact2,hostlev1,hostlev2,orig1,orig2,hiact,hostlev,mindur,maxdur,outcome,settle,fatality,fatalpre,stmon,endmon,recip,numa,numb,ongo2010,version
254,101,200,1902,1,1,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,16,4,4,1,1,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,101,200,1903,1,0,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,16,4,4,1,1,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,101,255,1902,1,1,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,16,4,4,1,0,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,101,255,1903,1,0,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,16,4,4,1,0,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,101,325,1902,1,1,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,13,4,4,1,0,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,101,325,1903,1,0,0,1,0,1,0,2,-9,-9,-9,0,-9,0,15,13,4,4,1,0,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,200,101,1902,1,1,1,0,1,0,2,0,-9,-9,0,-9,0,-9,16,15,4,4,1,1,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,200,101,1903,1,0,1,0,1,0,2,0,-9,-9,0,-9,0,-9,16,15,4,4,1,1,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,255,101,1902,1,1,1,0,1,0,2,0,-9,-9,0,-9,0,-9,16,15,4,4,0,1,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,255,101,1903,1,0,1,0,1,0,2,0,-9,-9,0,-9,0,-9,16,15,4,4,0,1,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,325,101,1902,1,1,1,0,1,0,2,0,-9,-9,0,-9,0,-9,13,15,4,4,0,1,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
254,325,101,1903,1,0,1,0,1,0,2,0,-9,-9,0,-9,0,-9,13,15,4,4,0,1,16,4,206,206,6,1,-9,-9,7,2,1,3,1,0,gml-2.1.1
256,2,230,1873,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,15,1,4,1,1,15,4,49,49,7,1,0,0,10,12,1,1,2,0,gml-2.1.1
256,200,230,1873,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,7,15,3,4,0,1,15,4,49,49,7,1,0,0,10,12,1,1,2,0,gml-2.1.1
256,230,2,1873,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,15,0,4,1,1,1,15,4,49,49,7,1,0,0,10,12,1,1,2,0,gml-2.1.1
256,230,200,1873,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,15,7,4,3,1,0,15,4,49,49,7,1,0,0,10,12,1,1,2,0,gml-2.1.1
257,2,255,1917,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,2,255,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,2,300,1917,1,1,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,2,300,1918,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,2,355,1917,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,2,355,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,2,640,1917,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,2,640,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,255,1914,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,255,1915,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,255,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,255,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,255,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,300,1914,1,1,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,300,1915,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,300,1916,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,300,1917,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,300,1918,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,355,1915,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,355,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,355,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,355,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,640,1914,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,640,1915,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,640,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,640,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,200,640,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,255,1914,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,255,1915,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,255,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,255,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,255,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,300,1914,1,1,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,300,1915,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,300,1916,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,300,1917,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,300,1918,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,355,1915,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,355,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,355,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,355,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,640,1914,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,640,1915,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,640,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,640,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,211,640,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,255,1914,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,255,1915,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,255,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,255,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,255,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,300,1914,1,1,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,300,1915,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,300,1916,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,300,1917,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,300,1918,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,355,1915,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,355,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,355,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,355,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,640,1914,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,640,1915,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,640,1916,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,640,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,220,640,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,255,1916,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,255,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,255,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,300,1916,1,1,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,300,1917,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,300,1918,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,355,1916,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,355,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,355,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,640,1916,1,1,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,640,1917,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,235,640,1918,1,0,0,1,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,2,1917,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,2,1918,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,200,1914,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,200,1915,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,200,1916,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,200,1917,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,200,1918,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,211,1914,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,211,1915,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,211,1916,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,211,1917,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,211,1918,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,220,1914,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,220,1915,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,220,1916,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,220,1917,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,220,1918,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,235,1916,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,235,1917,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,235,1918,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,325,1915,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,325,1916,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,325,1917,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,325,1918,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,345,1914,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,345,1915,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,345,1916,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,345,1917,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,345,1918,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,1,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,350,1917,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,350,1918,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,360,1916,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,360,1917,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,365,1914,1,1,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,365,1915,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,365,1916,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,365,1917,1,0,1,0,0,0,0,0,-9,-9,6,6,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,740,1914,1,1,1,0,0,0,0,0,-9,-9,6,4,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,740,1915,1,0,1,0,0,0,0,0,-9,-9,6,4,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,740,1916,1,0,1,0,0,0,0,0,-9,-9,6,4,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,740,1917,1,0,1,0,0,0,0,0,-9,-9,6,4,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,255,740,1918,1,0,1,0,0,0,0,0,-9,-9,6,4,-9,-9,20,20,5,5,0,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,2,1917,1,1,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,2,1918,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,200,1914,1,1,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,200,1915,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,200,1916,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,200,1917,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,200,1918,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,211,1914,1,1,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,211,1915,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,211,1916,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,211,1917,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,211,1918,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
257,300,220,1914,1,1,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,0,20,5,1573,1573,2,2,6,-9,7,11,1,4,11,0,gml-2.1.1
