dispnum,ccode1,ccode2,year,midongoing,midonset,sidea1,sidea2,revstate1,revstate2,revtype11,revtype12,revtype21,revtype22,fatality1,fatality2,fatalpre1,fatalpre2,hiact1,hiact2,hostlev1,hostlev2,orig1,orig2,hiact,hostlev,mindur,maxdur,outcome,settle,fatality,fatalpre,stmon,endmon,recip,numa,numb,ongo2010,version
2,2,200,1902,1,1,1,0,1,1,1,1,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,178,208,6,1,0,0,7,1,0,1,1,0,gml-2.1.1
2,2,200,1903,1,0,1,0,1,1,1,1,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,178,208,6,1,0,0,7,1,0,1,1,0,gml-2.1.1
2,200,2,1902,1,1,0,1,1,1,1,1,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,178,208,6,1,0,0,7,1,0,1,1,0,gml-2.1.1
2,200,2,1903,1,0,0,1,1,1,1,1,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,178,208,6,1,0,0,7,1,0,1,1,0,gml-2.1.1
3,300,345,1913,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,10,0,3,1,1,1,10,3,177,177,4,3,0,0,5,10,0,1,1,0,gml-2.1.1
3,345,300,1913,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,10,1,3,1,1,10,3,177,177,4,3,0,0,5,10,0,1,1,0,gml-2.1.1
4,200,339,1946,1,1,0,1,0,0,0,0,-9,-9,2,0,-9,0,7,16,3,4,1,1,16,4,183,183,6,1,2,-9,5,11,1,1,1,0,gml-2.1.1
4,339,200,1946,1,1,1,0,0,0,0,0,-9,-9,0,2,0,-9,16,7,4,3,1,1,16,4,183,183,6,1,2,-9,5,11,1,1,1,0,gml-2.1.1
7,200,651,1951,1,1,1,0,0,1,0,2,-9,-9,1,2,-9,-9,17,17,4,4,1,1,17,4,105,105,1,3,2,-9,10,1,1,1,1,0,gml-2.1.1
7,200,651,1952,1,0,1,0,0,1,0,2,-9,-9,1,2,-9,-9,17,17,4,4,1,1,17,4,105,105,1,3,2,-9,10,1,1,1,1,0,gml-2.1.1
7,651,200,1951,1,1,0,1,1,0,2,0,-9,-9,2,1,-9,-9,17,17,4,4,1,1,17,4,105,105,1,3,2,-9,10,1,1,1,1,0,gml-2.1.1
7,651,200,1952,1,0,0,1,1,0,2,0,-9,-9,2,1,-9,-9,17,17,4,4,1,1,17,4,105,105,1,3,2,-9,10,1,1,1,1,0,gml-2.1.1
8,200,630,1856,1,1,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,20,5,237,237,1,2,6,-9,7,3,1,1,1,0,gml-2.1.1
8,200,630,1857,1,0,1,0,1,0,2,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,20,5,237,237,1,2,6,-9,7,3,1,1,1,0,gml-2.1.1
8,630,200,1856,1,1,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,1,1,20,5,237,237,1,2,6,-9,7,3,1,1,1,0,gml-2.1.1
8,630,200,1857,1,0,0,1,0,1,0,2,-9,-9,6,6,-9,-9,20,20,5,5,1,1,20,5,237,237,1,2,6,-9,7,3,1,1,1,0,gml-2.1.1
9,200,235,1889,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,13,13,4,2,0,0,12,1,0,1,1,0,gml-2.1.1
9,200,235,1890,1,0,1,0,1,0,1,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,13,13,4,2,0,0,12,1,0,1,1,0,gml-2.1.1
9,235,200,1889,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,13,13,4,2,0,0,12,1,0,1,1,0,gml-2.1.1
9,235,200,1890,1,0,0,1,0,1,0,1,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,13,13,4,2,0,0,12,1,0,1,1,0,gml-2.1.1
11,255,305,1938,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,14,0,4,1,1,1,14,4,2,2,4,2,0,0,3,3,0,1,1,0,gml-2.1.1
11,305,255,1938,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,0,14,1,4,1,1,14,4,2,2,4,2,0,0,3,3,0,1,1,0,gml-2.1.1
12,200,255,1938,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,7,11,3,3,0,1,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,211,255,1938,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,7,11,3,3,0,1,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,220,255,1938,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,10,11,3,3,0,1,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,255,200,1938,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,11,7,3,3,1,0,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,255,211,1938,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,11,7,3,3,1,0,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,255,220,1938,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,11,10,3,3,1,0,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,255,315,1938,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,11,10,3,3,1,1,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,255,365,1938,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,11,7,3,3,1,0,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,315,255,1938,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,10,11,3,3,1,1,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
12,365,255,1938,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,7,11,3,3,0,1,11,3,204,204,4,1,0,0,3,9,1,1,5,0,gml-2.1.1
13,200,740,1863,1,1,1,0,1,0,2,0,-9,-9,-9,-9,-9,-9,16,16,4,4,1,1,16,4,250,250,5,1,1,-9,4,12,1,1,1,0,gml-2.1.1
13,740,200,1863,1,1,0,1,0,1,0,2,-9,-9,-9,-9,-9,-9,16,16,4,4,1,1,16,4,250,250,5,1,1,-9,4,12,1,1,1,0,gml-2.1.1
14,200,640,1895,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,78,78,4,3,0,0,10,12,0,1,1,0,gml-2.1.1
14,640,200,1895,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,78,78,4,3,0,0,10,12,0,1,1,0,gml-2.1.1
15,2,200,1839,1,1,1,0,1,1,1,1,-9,-9,0,0,0,0,15,15,4,4,1,1,15,4,29,29,6,1,0,0,2,3,1,1,1,0,gml-2.1.1
15,200,2,1839,1,1,0,1,1,1,1,1,-9,-9,0,0,0,0,15,15,4,4,1,1,15,4,29,29,6,1,0,0,2,3,1,1,1,0,gml-2.1.1
16,200,365,1897,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,200,365,1898,1,0,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,200,730,1897,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,200,730,1898,1,0,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,365,200,1897,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,365,200,1898,1,0,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,365,740,1897,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,365,740,1898,1,0,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,730,200,1897,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,730,200,1898,1,0,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,730,740,1897,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,730,740,1898,1,0,0,1,0,1,0,2,-9,-9,0,0,0,0,0,7,1,3,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,740,365,1897,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,740,365,1898,1,0,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,740,730,1897,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
16,740,730,1898,1,0,1,0,1,0,2,0,-9,-9,0,0,0,0,7,0,3,1,1,1,7,3,57,57,4,3,0,0,12,2,0,1,2,0,gml-2.1.1
19,300,325,1848,1,1,1,0,0,1,0,1,-9,-9,6,6,-9,-9,20,20,5,5,1,1,20,5,573,573,5,1,6,-9,1,8,1,1,3,0,gml-2.1.1
19,300,325,1849,1,0,1,0,0,1,0,1,-9,-9,6,6,-9,-9,20,20,5,5,1,1,20,5,573,573,5,1,6,-9,1,8,1,1,3,0,gml-2.1.1
19,300,332,1848,1,1,1,0,0,0,0,0,-9,-9,6,2,-9,-9,20,20,5,5,1,0,20,5,573,573,5,1,6,-9,1,8,1,1,3,0,gml-2.1.1
19,300,337,1848,1,1,1,0,0,0,0,0,-9,-9,6,2,-9,-9,20,20,5,5,1,0,20,5,573,573,5,1,6,-9,1,8,1,1,3,0,gml-2.1.1
19,325,300,1848,1,1,0,1,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,20,5,573,573,5,1,6,-9,1,8,1,1,3,0,gml-2.1.1
19,325,300,1849,1,0,0,1,1,0,1,0,-9,-9,6,6,-9,-9,20,20,5,5,1,1,20,5,573,573,5,1,6,-9,1,8,1,1,3,0,gml-2.1.1
19,332,300,1848,1,1,0,1,0,0,0,0,-9,-9,2,6,-9,-9,20,20,5,5,0,1,20,5,573,573,5,1,6,-9,1,8,1,1,3,0,gml-2.1.1
19,337,300,1848,1,1,0,1,0,0,0,0,-9,-9,2,6,-9,-9,20,20,5,5,0,1,20,5,573,573,5,1,6,-9,1,8,1,1,3,0,gml-2.1.1
20,365,630,1945,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,14,0,4,1,1,1,14,4,127,156,3,1,0,0,11,4,0,1,1,0,gml-2.1.1
20,365,630,1946,1,0,1,0,1,0,2,0,-9,-9,0,0,0,0,14,0,4,1,1,1,14,4,127,156,3,1,0,0,11,4,0,1,1,0,gml-2.1.1
20,630,365,1945,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,14,1,4,1,1,14,4,127,156,3,1,0,0,11,4,0,1,1,0,gml-2.1.1
20,630,365,1946,1,0,0,1,0,1,0,2,-9,-9,0,0,0,0,0,14,1,4,1,1,14,4,127,156,3,1,0,0,11,4,0,1,1,0,gml-2.1.1
21,300,345,1912,1,1,1,0,1,1,2,1,-9,-9,0,0,0,0,10,0,3,1,1,1,10,3,13,13,5,3,0,0,11,12,1,1,2,0,gml-2.1.1
21,300,365,1912,1,1,1,0,1,1,2,2,-9,-9,0,0,0,0,10,10,3,3,1,1,10,3,13,13,5,3,0,0,11,12,1,1,2,0,gml-2.1.1
21,345,300,1912,1,1,0,1,1,1,1,2,-9,-9,0,0,0,0,0,10,1,3,1,1,10,3,13,13,5,3,0,0,11,12,1,1,2,0,gml-2.1.1
21,365,300,1912,1,1,0,1,1,1,2,2,-9,-9,0,0,0,0,10,10,3,3,1,1,10,3,13,13,5,3,0,0,11,12,1,1,2,0,gml-2.1.1
22,365,367,1940,1,1,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,16,0,4,1,1,1,16,4,3,3,1,2,-9,-9,6,6,0,1,1,0,gml-2.1.1
22,367,365,1940,1,1,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,0,16,1,4,1,1,16,4,3,3,1,2,-9,-9,6,6,0,1,1,0,gml-2.1.1
23,365,366,1939,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,13,0,4,1,1,1,13,4,10,10,2,1,0,0,9,9,0,1,1,0,gml-2.1.1
23,366,365,1939,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,0,13,1,4,1,1,13,4,10,10,2,1,0,0,9,9,0,1,1,0,gml-2.1.1
25,200,210,1831,1,1,0,1,0,1,0,1,-9,-9,0,-9,0,-9,7,17,3,4,0,1,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,210,200,1831,1,1,1,0,1,0,1,0,-9,-9,-9,0,-9,0,17,7,4,3,1,0,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,210,211,1831,1,1,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,210,211,1832,1,0,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,210,220,1831,1,1,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,17,16,4,4,1,0,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,210,220,1832,1,0,1,0,1,0,1,0,-9,-9,-9,-9,-9,-9,17,16,4,4,1,0,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,211,210,1831,1,1,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,211,210,1832,1,0,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,17,17,4,4,1,1,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,220,210,1831,1,1,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,16,17,4,4,0,1,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
25,220,210,1832,1,0,0,1,0,1,0,1,-9,-9,-9,-9,-9,-9,16,17,4,4,0,1,17,4,488,518,2,1,-9,-9,8,12,1,1,3,0,gml-2.1.1
26,2,365,1948,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,7,16,3,4,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,2,365,1949,1,0,0,1,0,1,0,1,-9,-9,0,0,0,0,7,16,3,4,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,200,365,1948,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,7,16,3,4,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,200,365,1949,1,0,0,1,0,1,0,1,-9,-9,0,0,0,0,7,16,3,4,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,220,365,1948,1,1,0,1,0,1,0,1,-9,-9,0,0,0,0,0,16,1,4,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,220,365,1949,1,0,0,1,0,1,0,1,-9,-9,0,0,0,0,0,16,1,4,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,365,2,1948,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,16,7,4,3,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,365,2,1949,1,0,1,0,1,0,1,0,-9,-9,0,0,0,0,16,7,4,3,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,365,200,1948,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,16,7,4,3,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,365,200,1949,1,0,1,0,1,0,1,0,-9,-9,0,0,0,0,16,7,4,3,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,365,220,1948,1,1,1,0,1,0,1,0,-9,-9,0,0,0,0,16,0,4,1,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
26,365,220,1949,1,0,1,0,1,0,1,0,-9,-9,0,0,0,0,16,0,4,1,1,1,16,4,492,492,5,3,0,0,3,7,1,1,3,0,gml-2.1.1
27,2,200,1961,1,1,0,1,0,0,0,0,-9,-9,0,0,0,0,7,7,3,3,1,0,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,2,220,1961,1,1,0,1,0,0,0,0,-9,-9,0,0,0,0,7,7,3,3,1,0,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,2,260,1961,1,1,0,1,0,0,0,0,-9,-9,0,0,0,0,7,17,3,4,1,0,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,2,265,1961,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,7,17,3,4,1,0,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,2,290,1961,1,1,0,1,0,0,0,0,-9,-9,0,0,0,0,7,7,3,3,1,0,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,2,315,1961,1,1,0,1,0,0,0,0,-9,-9,0,0,0,0,7,7,3,3,1,0,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,2,365,1961,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,7,13,3,4,1,1,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,200,2,1961,1,1,1,0,0,0,0,0,-9,-9,0,0,0,0,7,7,3,3,0,1,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,220,2,1961,1,1,1,0,0,0,0,0,-9,-9,0,0,0,0,7,7,3,3,0,1,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,260,2,1961,1,1,1,0,0,0,0,0,-9,-9,0,0,0,0,17,7,4,3,0,1,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,265,2,1961,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,17,7,4,3,0,1,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,290,2,1961,1,1,1,0,0,0,0,0,-9,-9,0,0,0,0,7,7,3,3,0,1,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,315,2,1961,1,1,1,0,0,0,0,0,-9,-9,0,0,0,0,7,7,3,3,0,1,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
27,365,2,1961,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,13,7,4,3,1,1,17,4,106,106,5,3,0,0,7,10,1,4,4,0,gml-2.1.1
28,220,616,1961,1,1,0,1,0,1,0,2,-9,-9,1,3,-9,-9,17,13,4,4,1,1,17,4,75,75,6,1,3,-9,7,9,1,1,1,0,gml-2.1.1
28,616,220,1961,1,1,1,0,1,0,2,0,-9,-9,3,1,-9,-9,13,17,4,4,1,1,17,4,75,75,6,1,3,-9,7,9,1,1,1,0,gml-2.1.1
30,300,345,1908,1,1,1,0,0,1,0,1,-9,-9,-9,-9,-9,-9,14,0,4,1,1,1,14,4,177,177,4,1,-9,-9,10,3,0,1,1,0,gml-2.1.1
30,300,345,1909,1,0,1,0,0,1,0,1,-9,-9,-9,-9,-9,-9,14,0,4,1,1,1,14,4,177,177,4,1,-9,-9,10,3,0,1,1,0,gml-2.1.1
30,345,300,1908,1,1,0,1,1,0,1,0,-9,-9,-9,-9,-9,-9,0,14,1,4,1,1,14,4,177,177,4,1,-9,-9,10,3,0,1,1,0,gml-2.1.1
30,345,300,1909,1,0,0,1,1,0,1,0,-9,-9,-9,-9,-9,-9,0,14,1,4,1,1,14,4,177,177,4,1,-9,-9,10,3,0,1,1,0,gml-2.1.1
31,2,710,1900,1,1,1,0,0,0,0,0,-9,-9,2,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,2,710,1901,1,0,1,0,0,0,0,0,-9,-9,2,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,200,710,1900,1,1,1,0,1,0,2,0,-9,-9,2,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,200,710,1901,1,0,1,0,1,0,2,0,-9,-9,2,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,220,710,1900,1,1,1,0,0,0,0,0,-9,-9,2,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,220,710,1901,1,0,1,0,0,0,0,0,-9,-9,2,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,255,710,1900,1,1,1,0,0,0,0,0,-9,-9,2,6,-9,-9,16,20,4,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,255,710,1901,1,0,1,0,0,0,0,0,-9,-9,2,6,-9,-9,16,20,4,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,300,710,1900,1,1,1,0,0,0,0,0,-9,-9,1,6,-9,-9,16,20,4,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,300,710,1901,1,0,1,0,0,0,0,0,-9,-9,1,6,-9,-9,16,20,4,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,325,710,1900,1,1,1,0,0,0,0,0,-9,-9,1,6,-9,-9,16,20,4,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,325,710,1901,1,0,1,0,0,0,0,0,-9,-9,1,6,-9,-9,16,20,4,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,365,710,1900,1,1,1,0,1,0,2,0,-9,-9,4,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,365,710,1901,1,0,1,0,1,0,2,0,-9,-9,4,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,2,1900,1,1,0,1,0,0,0,0,-9,-9,6,2,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,2,1901,1,0,0,1,0,0,0,0,-9,-9,6,2,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,200,1900,1,1,0,1,0,1,0,2,-9,-9,6,2,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,200,1901,1,0,0,1,0,1,0,2,-9,-9,6,2,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,220,1900,1,1,0,1,0,0,0,0,-9,-9,6,2,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,220,1901,1,0,0,1,0,0,0,0,-9,-9,6,2,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,255,1900,1,1,0,1,0,0,0,0,-9,-9,6,2,-9,-9,20,16,5,4,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,255,1901,1,0,0,1,0,0,0,0,-9,-9,6,2,-9,-9,20,16,5,4,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,300,1900,1,1,0,1,0,0,0,0,-9,-9,6,1,-9,-9,20,16,5,4,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,300,1901,1,0,0,1,0,0,0,0,-9,-9,6,1,-9,-9,20,16,5,4,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,325,1900,1,1,0,1,0,0,0,0,-9,-9,6,1,-9,-9,20,16,5,4,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,325,1901,1,0,0,1,0,0,0,0,-9,-9,6,1,-9,-9,20,16,5,4,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,365,1900,1,1,0,1,0,1,0,2,-9,-9,6,4,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,365,1901,1,0,0,1,0,1,0,2,-9,-9,6,4,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,740,1900,1,1,0,1,0,1,0,2,-9,-9,6,5,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,710,740,1901,1,0,0,1,0,1,0,2,-9,-9,6,5,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,740,710,1900,1,1,1,0,1,0,2,0,-9,-9,5,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
31,740,710,1901,1,0,1,0,1,0,2,0,-9,-9,5,6,-9,-9,20,20,5,5,1,1,20,5,232,232,1,1,6,-9,5,1,1,8,1,0,gml-2.1.1
38,2,200,1837,1,1,0,1,0,1,0,2,-9,-9,0,0,0,0,7,16,3,4,1,1,16,4,1,1,5,3,0,0,12,12,1,1,1,0,gml-2.1.1
38,200,2,1837,1,1,1,0,1,0,2,0,-9,-9,0,0,0,0,16,7,4,3,1,1,16,4,1,1,5,3,0,0,12,12,1,1,1,0,gml-2.1.1
40,710,740,1928,1,1,0,1,0,0,0,0,-9,-9,3,1,-9,-9,17,14,4,4,1,1,17,4,343,343,4,1,3,-9,4,3,1,1,1,0,gml-2.1.1
40,710,740,1929,1,0,0,1,0,0,0,0,-9,-9,3,1,-9,-9,17,14,4,4,1,1,17,4,343,343,4,1,3,-9,4,3,1,1,1,0,gml-2.1.1
40,740,710,1928,1,1,1,0,0,0,0,0,-9,-9,1,3,-9,-9,14,17,4,4,1,1,17,4,343,343,4,1,3,-9,4,3,1,1,1,0,gml-2.1.1
40,740,710,1929,1,0,1,0,0,0,0,0,-9,-9,1,3,-9,-9,14,17,4,4,1,1,17,4,343,343,4,1,3,-9,4,3,1,1,1,0,gml-2.1.1
