dispnum,ccode,styear,stmon,stday,endyear,endmon,endday,obsid_start,obsid_end,sidea,hiact,orig,n_ccodes,bilat,init
2347,93,1981,4,28,1985,10,7,NIC-1979,NIC-1979,1,17,1,3,0,
2349,94,1984,2,-9,1984,6,12,COS-1982,COS-1982,0,17,1,2,1,
2349,93,1984,2,-9,1984,6,12,NIC-1979,NIC-1979,1,17,1,2,1,
2353,91,1985,12,28,1988,5,23,HON-1982,HON-1986,1,16,1,3,0,1
2353,2,1986,3,3,1988,3,29,USA-1981,USA-1981,1,7,0,3,0,
2353,93,1985,12,28,1988,5,23,NIC-1979,NIC-1979,0,0,1,3,0,0
2357,678,1978,6,24,1979,3,17,YEM-1977,YEM-1978,0,17,1,2,1,
2357,680,1978,6,24,1979,3,17,YPR-1969,YPR-1978-2,1,17,1,2,1,
2367,220,1854,5,30,1854,12,1,,,0,14,0,4,0,
2367,200,1854,1,30,1854,11,26,,,0,15,1,4,0,0
2367,350,1854,1,30,1854,11,26,,,1,10,1,4,0,1
2367,640,1854,1,30,1854,11,26,,,0,0,1,4,0,0
2573,94,1986,4,16,1986,4,16,COS-1982,COS-1982,0,17,1,2,1,
2573,93,1986,4,16,1986,4,16,NIC-1979,NIC-1979,1,17,1,2,1,
2583,439,1985,12,25,1986,1,17,BFO-1983,BFO-1983,0,17,1,2,1,
2583,432,1985,12,25,1986,1,17,MLI-1968,MLI-1968,1,17,1,2,1,
2603,365,1918,11,13,1920,7,12,RUS-1917,RUS-1917,1,14,1,3,0,1
2603,290,1919,1,9,1920,7,12,POL-1918-2,POL-1918-2,0,14,0,3,0,
2603,368,1918,11,13,1920,7,12,LIT-1918-2,LIT-1920,0,16,1,3,0,0
2604,365,1919,1,3,1920,2,1,RUS-1917,RUS-1917,1,20,1,6,0,
2604,255,1919,3,8,1919,4,15,GMY-1919-1,GMY-1919-1,0,20,0,6,0,
2604,367,1919,1,3,1920,2,1,LAT-1918,LAT-1919-3,0,20,1,6,0,
2604,290,1920,1,1,1920,2,1,POL-1918-2,POL-1918-2,0,16,0,6,0,
2604,200,1919,1,6,1920,2,1,UKG-1916,UKG-1916,0,16,0,6,0,
2604,255,1919,4,16,1920,2,1,GMY-1919-1,GMY-1919-2,1,20,0,6,0,
2604,366,1919,6,8,1919,12,15,EST-1919-1,EST-1919-2,0,16,0,6,0,
2605,365,1918,11,22,1920,1,3,RUS-1917,RUS-1917,1,20,1,5,0,
2605,366,1918,11,22,1920,1,3,EST-1918,EST-1919-2,0,20,1,5,0,
2605,200,1918,11,22,1920,1,3,UKG-1916,UKG-1916,0,20,1,5,0,
2605,375,1918,11,22,1920,1,3,FIN-1917,FIN-1919,0,16,1,5,0,0
2605,220,1918,11,22,1920,1,3,FRN-1917-3,FRN-1917-3,0,20,1,5,0,
2626,750,1952,10,31,1952,11,2,IND-1947,IND-1947,1,17,1,2,1,
2626,770,1952,10,31,1952,11,2,PAK-1951,PAK-1951,0,17,1,2,1,
2627,770,1956,2,17,1956,3,26,PAK-1955,PAK-1955,0,17,1,2,1,
2627,750,1956,2,17,1956,3,26,IND-1947,IND-1947,1,17,1,2,1,
2630,750,1963,9,15,1963,9,19,IND-1947,IND-1947,0,17,1,2,1,
2630,770,1963,9,15,1963,9,19,PAK-1958,PAK-1958,1,17,1,2,1,
2631,750,1965,1,25,1965,7,1,IND-1964-2,IND-1964-2,0,17,1,2,1,
2631,770,1965,1,25,1965,7,1,PAK-1958,PAK-1958,1,17,1,2,1,
2633,750,1969,3,22,1969,3,30,IND-1966-2,IND-1966-2,0,17,1,2,1,
2633,770,1969,3,22,1969,3,30,PAK-1958,,1,17,1,2,1,
2639,770,1981,7,7,1981,7,12,PAK-1977,PAK-1977,1,17,1,2,1,
2639,750,1981,7,7,1981,7,12,IND-1980,IND-1980,0,17,1,2,1,
2641,770,1983,10,16,1984,1,-9,PAK-1977,PAK-1977,1,17,1,2,1,
2641,750,1983,10,16,1984,1,-9,IND-1980,IND-1980,0,17,1,2,1,
2642,750,1984,4,17,1985,10,6,IND-1980,IND-1984,1,17,1,2,1,
2642,770,1984,4,17,1985,10,6,PAK-1977,PAK-1977,0,17,1,2,1,
2644,770,1986,6,-9,1987,2,4,PAK-1977,PAK-1977,0,17,1,2,1,
2644,750,1986,6,-9,1987,2,4,IND-1984,IND-1984,1,17,1,2,1,
2646,255,1918,7,19,1918,7,19,GMY-1888-2,GMY-1888-2,0,0,1,2,1,0
2646,91,1918,7,19,1918,7,19,HON-1916,HON-1916,1,18,1,2,1,
2647,255,1918,4,22,1918,4,22,GMY-1888-2,GMY-1888-2,0,0,1,3,0,0
2647,90,1918,4,22,1918,4,22,GUA-1898,GUA-1898,1,18,1,3,0,
2647,300,1918,4,22,1918,4,22,AUH-1916,AUH-1916,0,0,1,3,0,0
2649,255,1917,2,9,1917,8,14,GMY-1888-2,GMY-1888-2,0,0,1,3,0,0
2649,300,1917,8,14,1917,8,14,AUH-1916,AUH-1916,0,0,0,3,0,0
2649,710,1917,2,9,1917,8,14,CHN-1916,CHN-1917,1,18,1,3,0,
2713,365,1974,11,-9,1974,11,-9,RUS-1964,RUS-1964,1,17,1,2,1,
2713,710,1974,11,-9,1974,11,-9,CHN-1949,CHN-1949,0,17,1,2,1,
2716,710,1979,2,17,1980,2,-9,CHN-1976,CHN-1976,0,17,1,2,1,
2716,365,1979,2,17,1980,2,-9,RUS-1964,RUS-1964,1,17,1,2,1,
2717,710,1980,10,5,1980,10,5,CHN-1980,CHN-1980,0,17,1,2,1,
2717,365,1980,10,5,1980,10,5,RUS-1964,RUS-1964,1,17,1,2,1,
2718,365,1986,7,12,1986,7,12,RUS-1985,RUS-1985,1,17,1,2,1,
2718,710,1986,7,12,1986,7,12,CHN-1980,CHN-1980,0,17,1,2,1,
2724,365,1936,3,4,1936,4,2,RUS-1923,RUS-1923,1,17,1,2,1,
2724,740,1936,3,4,1936,4,2,JPN-1934,JPN-1936,0,17,1,2,1,
2725,740,1945,8,10,1945,8,10,JPN-1945-1,JPN-1945-1,0,0,1,2,1,0
2725,712,1945,8,10,1945,8,10,MON-1936,MON-1936,1,18,1,2,1,
2729,817,1963,4,3,1963,10,13,RVN-1954-3,RVN-1954-3,1,17,1,2,1,
2729,811,1963,4,3,1963,10,13,CAM-1953,CAM-1953,0,17,1,2,1,
2732,817,1959,6,-9,1959,8,4,RVN-1954-3,RVN-1954-3,1,17,1,2,1,
2732,811,1959,6,-9,1959,8,4,CAM-1953,CAM-1953,0,17,1,2,1,
2735,93,1987,9,2,1987,9,2,NIC-1979,NIC-1979,1,17,1,2,1,
2735,94,1987,9,2,1987,9,2,COS-1986,COS-1986,0,17,1,2,1,
2740,630,1987,4,-9,1988,12,24,IRN-1979,IRN-1979,0,17,1,2,1,
2740,2,1987,4,-9,1988,12,24,USA-1981,USA-1981,1,17,1,2,1,
2749,710,1988,1,31,1988,3,14,CHN-1980,CHN-1980,1,17,1,2,1,
2749,816,1988,1,31,1988,3,14,DRV-1986-2,DRV-1986-2,0,17,1,2,1,
2754,560,1988,3,28,1988,6,21,SAF-1978,SAF-1978,1,17,1,2,1,
2754,571,1988,3,28,1988,6,21,BOT-1980,BOT-1980,0,17,1,2,1,
2776,800,1987,5,-9,1988,2,19,THI-1980,THI-1980,1,17,1,2,1,
2776,812,1987,5,-9,1988,2,19,LAO-1975,LAO-1975,0,17,1,2,1,
2783,698,1987,10,11,1987,10,11,OMA-1970,OMA-1970,1,17,1,2,1,
2783,680,1987,10,11,1987,10,11,YPR-1986,YPR-1986,0,17,1,2,1,
2797,690,1987,5,11,1988,5,27,KUW-1978,KUW-1978,0,17,1,2,1,
2797,630,1987,5,11,1988,5,27,IRN-1979,IRN-1979,1,17,1,2,1,
2799,640,1987,6,-9,1988,3,27,TUR-1983,TUR-1983,0,17,1,2,1,
2799,630,1987,6,-9,1988,3,27,IRN-1979,IRN-1979,1,17,1,2,1,
2802,530,1987,7,20,1987,8,12,ETH-1977,ETH-1977,1,17,1,2,1,
2802,625,1987,7,20,1987,8,12,SUD-1986,SUD-1986,0,17,1,2,1,
2804,500,1987,10,-9,1987,12,28,UGA-1986,UGA-1986,1,17,1,2,1,
2804,501,1987,10,-9,1987,12,28,KEN-1978,KEN-1978,0,17,1,2,1,
2805,490,1987,6,-9,1987,6,3,DRC-1965,DRC-1965,0,17,1,2,1,
2805,500,1987,6,-9,1987,6,3,UGA-1986,UGA-1986,1,17,1,2,1,
2807,475,1987,5,2,1987,5,2,NIG-1985,NIG-1985,0,17,1,2,1,
2807,471,1987,5,2,1987,5,2,CAO-1982,CAO-1982,1,17,1,2,1,
2834,390,1987,12,6,1988,2,12,DEN-1982,DEN-1982,0,0,1,3,0,0
2834,2,1987,12,19,1988,7,2,USA-1981,USA-1981,0,7,0,3,0,
2834,630,1987,12,6,1988,2,12,IRN-1979,IRN-1979,1,16,1,3,0,1
2891,710,1966,10,15,1966,10,15,CHN-1949,CHN-1949,1,17,1,2,1,
2891,713,1966,10,15,1966,10,15,TAW-1950,TAW-1950,0,17,1,2,1,
2892,713,1963,1,21,1966,1,10,TAW-1950,TAW-1950,1,17,1,2,1,
2892,710,1963,1,21,1966,1,10,CHN-1949,CHN-1949,0,17,1,2,1,
2916,2,1965,4,27,1965,4,27,USA-1963,USA-1963,1,17,1,2,1,
2916,731,1965,4,27,1965,4,27,PRK-1948,PRK-1948,0,17,1,2,1,
2929,710,1965,4,9,1968,2,14,CHN-1949,CHN-1949,0,17,1,2,1,
2929,2,1965,4,9,1968,2,14,USA-1963,USA-1963,1,17,1,2,1,
2938,800,1969,2,4,1969,2,4,THI-1963,THI-1963,0,17,1,2,1,
2938,811,1969,2,4,1969,2,4,CAM-1953,CAM-1953,1,17,1,2,1,
2989,200,1952,9,25,1952,9,25,UKG-1951,UKG-1951,0,17,1,2,1,
2989,710,1952,9,25,1952,9,25,CHN-1949,CHN-1949,1,17,1,2,1,
2999,651,1959,12,14,1959,12,14,EGY-1954,EGY-1954,1,17,1,2,1,
2999,663,1959,12,14,1959,12,14,JOR-1952,JOR-1952,0,17,1,2,1,
3003,800,1978,12,13,1979,1,24,THI-1977-2,THI-1977-2,0,17,1,2,1,
3003,812,1978,12,13,1979,1,24,LAO-1975,LAO-1975,1,17,1,2,1,
3004,552,1978,10,16,1979,8,8,ZIM-1965,ZIM-1979,1,17,1,2,1,
3004,571,1978,10,16,1979,8,8,BOT-1966,BOT-1966,0,17,1,2,1,
3007,365,1979,2,20,1979,2,20,RUS-1964,RUS-1964,0,8,0,3,0,
3007,710,1978,2,-9,1979,3,-9,CHN-1976,CHN-1976,1,20,1,3,0,
3007,816,1978,2,-9,1979,3,-9,DRV-1969,DRV-1969,0,20,1,3,0,
3011,490,1978,3,20,1978,3,20,DRC-1965,DRC-1965,1,17,1,2,1,
3011,540,1978,3,20,1978,3,20,ANG-1975,ANG-1975,0,17,1,2,1,
3015,552,1978,2,27,1978,2,27,ZIM-1965,ZIM-1965,1,17,1,2,1,
3015,571,1978,2,27,1978,2,27,BOT-1966,BOT-1966,0,17,1,2,1,
3024,615,1979,6,10,1979,10,7,ALG-1979,ALG-1979,1,17,1,2,1,
3024,600,1979,6,10,1979,10,7,MOR-1961,MOR-1961,0,17,1,2,1,
3025,700,1979,2,-9,1979,6,23,AFG-1978,AFG-1979-1,0,17,1,2,1,
3025,630,1979,2,-9,1979,6,23,IRN-1979,IRN-1979,1,17,1,2,1,
3027,775,1984,3,12,1984,3,12,MYA-1962,MYA-1962,1,17,1,2,1,
3027,800,1984,3,12,1984,3,12,THI-1980,THI-1980,0,17,1,2,1,
3044,615,1984,6,15,1984,6,15,ALG-1979,ALG-1979,0,17,1,2,1,
3044,600,1984,6,15,1984,6,15,MOR-1961,MOR-1961,1,17,1,2,1,
3048,630,1984,5,16,1984,6,5,IRN-1979,IRN-1979,1,17,1,2,1,
3048,670,1984,5,16,1984,6,5,SAU-1982,SAU-1982,0,17,1,2,1,
3051,625,1984,3,3,1984,4,9,SUD-1971-2,SUD-1971-2,1,4,1,5,0,1
3051,2,1984,3,19,1984,4,9,USA-1981,USA-1981,1,7,0,5,0,
3051,651,1984,3,8,1984,4,9,EGY-1981,EGY-1981,1,8,0,5,0,
3051,620,1984,3,3,1984,4,9,LIB-1969,LIB-1969,0,16,1,5,0,0
3051,530,1984,3,3,1984,4,9,ETH-1977,ETH-1977,0,0,1,5,0,0
3054,670,1983,12,28,1984,1,16,SAU-1982,SAU-1982,1,17,1,2,1,
3054,680,1983,12,28,1984,1,16,YPR-1980,YPR-1980,0,17,1,2,1,
3055,771,1983,12,9,1984,6,10,BNG-1982,BNG-1982,0,17,1,2,1,
3055,750,1983,12,9,1984,6,10,IND-1980,IND-1980,1,17,1,2,1,
3058,56,1983,10,25,1983,11,1,,,1,17,0,9,0,
3058,53,1983,10,25,1983,11,1,BAR-1976,BAR-1976,1,17,0,9,0,
3058,54,1983,10,25,1983,11,1,,,1,17,0,9,0,
3058,51,1983,10,25,1983,11,1,JAM-1980,JAM-1980,1,17,0,9,0,
3058,57,1983,10,25,1983,11,1,,,1,17,0,9,0,
3058,58,1983,10,25,1983,11,1,,,1,17,0,9,0,
3058,2,1983,10,21,1983,12,21,USA-1981,USA-1981,1,17,1,9,0,
3058,40,1983,10,25,1983,12,15,CUB-1959,CUB-1959,0,0,0,9,0,0
3058,55,1983,10,21,1983,12,21,,,0,17,1,9,0,
3060,490,1984,6,-9,1984,6,12,DRC-1965,DRC-1965,0,17,1,2,1,
3060,551,1984,6,-9,1984,6,12,ZAM-1964,ZAM-1964,1,17,1,2,1,
3062,652,1983,8,25,1984,4,1,SYR-1971,SYR-1971,1,17,1,2,1,
3062,2,1983,8,25,1984,4,1,USA-1981,USA-1981,0,17,1,2,1,
3065,625,1983,8,10,1983,8,10,SUD-1971-2,SUD-1971-2,1,7,0,3,0,
3065,620,1983,8,1,1983,8,1,LIB-1969,LIB-1969,0,0,1,3,0,0
3065,2,1983,8,1,1983,8,1,USA-1981,USA-1981,1,7,1,3,0,1
3066,475,1983,4,18,1983,7,11,NIG-1979,NIG-1979,0,17,1,2,1,
3066,483,1983,4,18,1983,7,11,CHA-1982,CHA-1982,1,17,1,2,1,
3072,651,1983,2,17,1983,2,20,EGY-1981,EGY-1981,0,7,0,4,0,
3072,2,1983,2,17,1983,2,20,USA-1981,USA-1981,0,7,0,4,0,
3072,620,1983,2,16,1983,2,16,LIB-1969,LIB-1969,1,7,1,4,0,1
3072,625,1983,2,16,1983,2,16,SUD-1971-2,SUD-1971-2,0,0,1,4,0,0
3073,570,1982,12,9,1983,3,26,LES-1966,LES-1966,0,17,1,2,1,
3073,560,1982,12,9,1983,3,26,SAF-1978,SAF-1978,1,17,1,2,1,
3085,110,1982,5,1,1982,9,5,GUY-1966,GUY-1966,0,17,1,2,1,
3085,101,1982,5,1,1982,9,5,VEN-1979,VEN-1979,1,17,1,2,1,
3090,551,1982,2,28,1982,9,17,ZAM-1964,ZAM-1964,0,17,1,2,1,
3090,490,1982,2,28,1982,9,17,DRC-1965,DRC-1965,1,17,1,2,1,
3099,2,1981,8,13,1981,8,21,USA-1981,USA-1981,0,17,1,2,1,
3099,620,1981,8,13,1981,8,21,LIB-1969,LIB-1969,1,17,1,2,1,
3102,710,1981,5,7,1981,5,18,CHN-1980,CHN-1980,0,17,1,2,1,
3102,816,1981,5,7,1981,5,18,DRV-1969,DRV-1969,1,17,1,2,1,
3108,690,1980,11,12,1980,11,16,KUW-1978,KUW-1978,0,17,1,2,1,
3108,630,1980,11,12,1980,11,16,IRN-1979,IRN-1979,1,17,1,2,1,
3109,771,1980,11,21,1980,11,22,BNG-1975-2,BNG-1975-2,0,17,1,2,1,
3109,750,1980,11,21,1980,11,22,IND-1980,IND-1980,1,17,1,2,1,
3126,651,1977,7,12,1977,9,10,EGY-1970,EGY-1970,0,17,1,2,1,
3126,620,1977,7,12,1977,9,10,LIB-1969,LIB-1969,1,17,1,2,1,
3127,560,1977,7,6,1977,11,2,SAF-1966-2,SAF-1966-2,1,17,1,2,1,
3127,551,1977,7,6,1977,11,2,ZAM-1964,ZAM-1964,0,17,1,2,1,
3129,520,1977,6,23,1977,6,27,SOM-1969,SOM-1969,1,17,1,2,1,
3129,501,1977,6,23,1977,6,27,KEN-1963,KEN-1963,0,17,1,2,1,
3131,510,1979,10,-9,1979,10,-9,TAZ-1961,TAZ-1961,0,0,0,3,0,0
3131,552,1977,5,11,1979,12,11,ZIM-1965,ZIM-1979,1,17,1,3,0,
3131,551,1977,5,11,1979,12,11,ZAM-1964,ZAM-1964,0,17,1,3,0,
3132,630,1907,8,5,1908,2,-9,IRN-1907,IRN-1907,0,7,1,3,0,0
3132,640,1907,8,5,1908,2,-9,TUR-1876-2,TUR-1876-2,1,16,1,3,0,1
3132,365,1908,2,-9,1908,2,-9,RUS-1894,RUS-1894,0,7,0,3,0,
3134,220,1919,11,1,1921,10,20,FRN-1917-3,FRN-1921,1,20,1,2,1,
3134,640,1919,11,1,1921,10,20,TUR-1918,TUR-1918,0,20,1,2,1,
3138,235,1831,4,17,1831,7,14,,,0,17,1,2,1,
3138,220,1831,4,17,1831,7,14,,,1,17,1,2,1,
3150,651,1959,4,23,1959,4,23,EGY-1954,EGY-1954,0,17,1,2,1,
3150,663,1959,4,23,1959,4,23,JOR-1952,JOR-1952,1,17,1,2,1,
3152,640,1958,3,5,1958,4,13,TUR-1950,TUR-1950,1,17,1,2,1,
3152,652,1958,3,5,1958,4,13,SYR-1958,SYR-1958,0,17,1,2,1,
3154,652,1955,10,30,1956,12,10,SYR-1955,SYR-1955,0,17,1,2,1,
3154,640,1955,10,30,1956,12,10,TUR-1950,TUR-1950,1,17,1,2,1,
3156,220,1934,10,7,1934,10,7,FRN-1934-2,FRN-1934-2,1,17,1,2,1,
3156,640,1934,10,7,1934,10,7,TUR-1922,TUR-1922,0,17,1,2,1,
3161,645,1949,6,-9,1949,8,14,IRQ-1939,IRQ-1939,0,7,0,3,0,
3161,663,1949,4,26,1949,8,26,JOR-1921,JOR-1921,0,0,1,3,0,0
3161,652,1949,4,26,1949,8,26,SYR-1949-1,SYR-1949-2,1,7,1,3,0,1
3163,640,1962,8,14,1962,8,14,TUR-1961,TUR-1961,0,17,1,2,1,
3163,365,1962,8,14,1962,8,14,RUS-1953-2,RUS-1953-2,1,17,1,2,1,
3165,640,1962,3,30,1962,3,30,TUR-1961,TUR-1961,0,17,1,2,1,
3165,652,1962,3,30,1962,3,30,SYR-1962-1,SYR-1962-1,1,17,1,2,1,
3166,652,1963,8,-9,1963,11,8,SYR-1963-2,SYR-1963-2,1,17,1,2,1,
3166,660,1963,8,-9,1963,11,8,LEB-1958,LEB-1958,0,17,1,2,1,
3168,652,1965,5,26,1965,5,26,SYR-1963-2,SYR-1963-2,0,17,1,2,1,
3168,640,1965,5,26,1965,5,26,TUR-1965-1,TUR-1965-1,1,17,1,2,1,
3173,660,1969,5,1,1969,11,3,LEB-1964,LEB-1964,0,17,1,2,1,
3173,652,1969,5,1,1969,11,3,SYR-1966,SYR-1966,1,17,1,2,1,
3181,305,1922,8,24,1922,9,15,AUS-1922,AUS-1922,0,0,1,4,0,0
3181,325,1922,8,24,1922,9,15,ITA-1922-1,ITA-1922-1,1,7,1,4,0,1
3181,345,1922,8,24,1922,9,15,YUG-1918,YUG-1918,1,7,1,4,0,1
3181,360,1922,9,1,1922,9,15,RUM-1914,RUM-1914,0,7,0,4,0,
3182,310,1922,1,13,1923,1,14,HUN-1920,HUN-1920,1,17,1,3,0,
3182,360,1922,1,13,1923,1,14,RUM-1914,RUM-1914,0,17,1,3,0,
3182,345,1922,1,13,1923,1,14,YUG-1918,YUG-1918,0,10,1,3,0,0
3186,355,1931,2,4,1931,2,4,BUL-1918,BUL-1918,1,17,1,2,1,
3186,350,1931,2,4,1931,2,4,GRC-1928,GRC-1928,0,17,1,2,1,
3195,365,1951,4,-9,1951,9,28,RUS-1923,RUS-1923,1,7,1,3,0,1
3195,200,1951,4,-9,1951,9,28,UKG-1945,UKG-1945,0,7,1,3,0,0
3195,630,1951,6,6,1951,9,28,IRN-1951,IRN-1951,1,15,0,3,0,
3200,355,1952,4,28,1952,4,28,BUL-1950,BUL-1950,0,17,1,2,1,
3200,640,1952,4,28,1952,4,28,TUR-1950,TUR-1950,1,17,1,2,1,
3213,710,1955,12,25,1955,12,29,CHN-1949,CHN-1949,1,17,1,2,1,
3213,732,1955,12,25,1955,12,29,ROK-1948,ROK-1948,0,17,1,2,1,
3217,710,1974,1,19,1974,2,17,CHN-1949,CHN-1949,0,17,1,2,1,
3217,817,1974,1,19,1974,2,17,RVN-1965-3,RVN-1965-3,1,17,1,2,1,
3227,551,1974,9,24,1974,10,5,ZAM-1964,ZAM-1964,1,17,1,2,1,
3227,560,1974,9,24,1974,10,5,SAF-1966-2,SAF-1966-2,0,17,1,2,1,
3229,200,1949,1,7,1949,4,3,UKG-1945,UKG-1945,0,7,0,3,0,
3229,663,1948,11,27,1949,4,27,JOR-1921,JOR-1921,0,17,1,3,0,
3229,666,1948,11,27,1949,4,27,ISR-1948,ISR-1948,1,17,1,3,0,
3230,666,1956,12,30,1959,1,26,ISR-1955,ISR-1955,1,17,1,3,0,
3230,663,1956,12,30,1959,1,26,JOR-1952,JOR-1952,0,17,1,3,0,
3230,651,1957,1,-9,1959,1,-9,EGY-1954,EGY-1954,0,16,0,3,0,
3231,666,1959,8,13,1961,11,25,ISR-1955,ISR-1955,0,17,1,2,1,
3231,663,1959,8,13,1961,11,25,JOR-1952,JOR-1952,1,17,1,2,1,
3245,365,1862,6,-9,1863,10,-9,RUS-1855,RUS-1855,1,17,1,2,1,
3245,710,1862,6,-9,1863,10,-9,CHN-1861,CHN-1861,0,17,1,2,1,
3264,710,1944,11,7,1945,8,14,CHN-1940,,0,17,1,2,1,
3264,365,1944,11,7,1945,8,14,RUS-1923,RUS-1923,1,17,1,2,1,
3265,710,1947,6,5,1947,6,26,CHN-1946,CHN-1946,0,17,1,3,0,
3265,712,1947,6,5,1947,6,26,MON-1936,MON-1936,1,17,1,3,0,
3265,365,1947,6,5,1947,6,26,RUS-1923,RUS-1923,1,17,1,3,0,
3348,640,1916,2,24,1916,2,24,TUR-1913,TUR-1913,0,0,0,6,0,0
3348,255,1916,2,24,1916,2,24,GMY-1888-2,GMY-1888-2,0,0,0,6,0,0
3348,355,1915,10,14,1916,2,24,BUL-1887,BUL-1887,0,17,1,6,0,
3348,300,1915,10,14,1916,2,24,AUH-1848,AUH-1848,0,17,1,6,0,
3348,339,1915,10,14,1916,2,24,ALB-1914-3,ALB-1914-3,1,18,1,6,0,
3348,345,1915,10,14,1916,2,10,,,1,17,1,6,0,
3360,817,1960,10,18,1960,11,7,RVN-1954-3,RVN-1954-3,0,17,1,2,1,
3360,816,1960,10,18,1960,11,7,DRV-1945,DRV-1945,1,17,1,2,1,
3362,345,1926,3,20,1926,3,20,YUG-1918,YUG-1918,0,17,1,2,1,
3362,325,1926,3,20,1926,3,20,ITA-1922-2,ITA-1922-2,1,17,1,2,1,
3364,315,1939,3,14,1939,3,15,CZE-1938-2,CZE-1938-2,0,17,1,2,1,
3364,310,1939,3,14,1939,3,15,HUN-1920,HUN-1920,1,17,1,2,1,
3370,651,1950,12,25,1951,4,4,EGY-1936,EGY-1936,0,0,0,4,0,0
3370,666,1950,11,2,1951,4,4,ISR-1948,ISR-1948,1,17,1,4,0,
3370,663,1950,11,2,1951,4,4,JOR-1921,JOR-1921,0,17,1,4,0,
3370,652,1951,4,4,1951,4,4,SYR-1949-3,SYR-1949-3,0,17,0,4,0,
3373,666,1953,1,25,1956,9,14,ISR-1948,ISR-1955,1,17,1,2,1,
3373,651,1953,1,25,1956,9,14,EGY-1952,EGY-1954,0,17,1,2,1,
3374,651,1952,11,24,1954,3,25,EGY-1952,EGY-1952,1,17,1,2,1,
3374,666,1952,11,24,1954,3,25,ISR-1948,ISR-1953,0,17,1,2,1,
3375,666,1957,3,19,1961,4,28,ISR-1955,ISR-1955,1,17,1,2,1,
3375,651,1957,3,19,1961,4,28,EGY-1954,EGY-1954,0,17,1,2,1,
3377,651,1963,7,23,1963,7,23,EGY-1954,EGY-1954,1,17,1,2,1,
3377,666,1963,7,23,1963,7,23,ISR-1963,ISR-1963,0,17,1,2,1,
3380,651,1973,10,25,1974,3,22,EGY-1970,EGY-1970,0,17,1,3,0,
3380,666,1973,10,25,1974,3,22,ISR-1969-2,ISR-1969-2,1,17,1,3,0,
3380,680,1973,11,5,1974,5,5,YPR-1969,YPR-1969,0,13,0,3,0,
3386,651,1949,12,23,1950,1,7,EGY-1936,EGY-1936,1,17,1,2,1,
3386,666,1949,12,23,1950,1,7,ISR-1948,ISR-1948,0,17,1,2,1,
3387,666,1970,8,8,1971,9,20,ISR-1969-2,ISR-1969-2,0,17,1,2,1,
3387,651,1970,8,8,1971,9,20,EGY-1954,EGY-1970,1,17,1,2,1,
3403,666,1954,2,26,1954,3,24,ISR-1953,ISR-1953,1,17,1,2,1,
3403,652,1954,2,26,1954,3,24,SYR-1949-3,SYR-1954,0,17,1,2,1,
3405,651,1958,3,-9,1960,8,23,EGY-1954,EGY-1954,1,17,0,3,0,
3405,652,1955,10,14,1958,2,14,SYR-1955,SYR-1958,1,17,1,3,0,
3405,666,1955,10,14,1960,8,14,ISR-1953,ISR-1955,0,17,1,3,0,
3406,651,1961,2,17,1961,10,3,EGY-1954,EGY-1954,1,17,1,2,1,
3406,666,1961,2,17,1961,10,3,ISR-1955,ISR-1955,0,17,1,2,1,
3412,663,1966,10,10,1966,10,10,JOR-1952,JOR-1952,1,1,0,4,0,
3412,651,1966,9,24,1966,11,29,EGY-1954,EGY-1954,1,17,0,4,0,
3412,666,1966,8,15,1966,11,15,ISR-1963,ISR-1963,0,17,1,4,0,
3412,652,1966,8,15,1966,11,15,SYR-1966,SYR-1966,1,17,1,4,0,
3417,666,1953,9,25,1958,1,18,ISR-1948,ISR-1955,1,17,1,2,1,
3417,652,1953,9,25,1958,1,18,SYR-1949-3,SYR-1955,0,17,1,2,1,
3419,652,1961,11,1,1963,9,8,SYR-1961-1,SYR-1963-2,1,17,0,3,0,
3419,651,1958,11,21,1961,9,21,EGY-1954,EGY-1954,1,17,1,3,0,
3419,666,1958,11,21,1963,8,21,ISR-1955,ISR-1963,0,17,1,3,0,
3422,666,1960,7,3,1960,7,13,ISR-1955,ISR-1955,0,17,1,2,1,
3422,651,1960,7,3,1960,7,13,EGY-1954,EGY-1954,1,17,1,2,1,
3427,666,1951,3,25,1951,6,2,ISR-1948,ISR-1948,0,17,1,2,1,
3427,652,1951,3,25,1951,6,2,SYR-1949-3,SYR-1949-3,1,17,1,2,1,
3430,666,1959,10,7,1960,9,15,ISR-1955,ISR-1955,0,17,1,2,1,
3430,651,1959,10,7,1960,9,15,EGY-1954,EGY-1954,1,17,1,2,1,
3434,666,1961,11,1,1966,10,20,ISR-1955,ISR-1963,0,17,1,2,1,
3434,652,1961,11,1,1966,10,20,SYR-1961-1,SYR-1966,1,17,1,2,1,
3437,652,1973,11,6,1974,5,31,SYR-1971,SYR-1971,0,17,1,2,1,
3437,666,1973,11,6,1974,5,31,ISR-1969-2,ISR-1969-2,1,17,1,2,1,
3438,652,1974,8,1,1975,10,20,SYR-1971,SYR-1971,1,17,1,2,1,
3438,666,1974,8,1,1975,10,20,ISR-1974,ISR-1974,0,17,1,2,1,
3439,666,1975,11,26,1977,9,21,ISR-1974,ISR-1977-2,1,17,1,2,1,
3439,652,1975,11,26,1977,9,21,SYR-1971,SYR-1971,0,17,1,2,1,
3441,666,1979,6,27,1980,2,19,ISR-1977-2,ISR-1977-2,0,17,1,2,1,
3441,652,1979,6,27,1980,2,19,SYR-1971,SYR-1971,1,17,1,2,1,
