dispnum,ccode,styear,stmon,stday,endyear,endmon,endday,obsid_start,obsid_end,sidea,hiact,orig,n_ccodes,bilat,init
1390,560,1973,1,-9,1973,5,14,SAF-1966-2,SAF-1966-2,1,16,0,4,0,
1392,551,1966,5,18,1969,8,7,ZAM-1964,ZAM-1964,0,17,1,2,1,
1392,235,1966,5,18,1969,8,7,POR-1932,POR-1968,1,17,1,2,1,
1396,551,1974,11,20,1974,11,20,ZAM-1964,ZAM-1964,0,17,1,2,1,
1396,552,1974,11,20,1974,11,20,ZIM-1965,ZIM-1965,1,17,1,2,1,
1410,435,1962,7,23,1962,7,23,MAA-1960,MAA-1960,1,17,1,2,1,
1410,432,1962,7,23,1962,7,23,MLI-1960,MLI-1960,0,17,1,2,1,
1411,439,1974,11,25,1975,6,18,BFO-1974,BFO-1974,0,17,1,2,1,
1411,432,1974,11,25,1975,6,18,MLI-1968,MLI-1968,1,17,1,2,1,
1422,625,1967,6,4,1967,7,4,SUD-1967,SUD-1967,0,17,1,2,1,
1422,530,1967,6,4,1967,7,4,ETH-1941,ETH-1941,1,17,1,2,1,
1425,530,1963,11,16,1964,4,19,ETH-1941,ETH-1941,0,17,1,2,1,
1425,520,1963,11,16,1964,4,19,SOM-1960,SOM-1960,1,17,1,2,1,
1426,501,1963,12,26,1964,3,29,KEN-1963,KEN-1963,1,17,1,3,0,
1426,520,1963,12,26,1964,3,29,SOM-1960,SOM-1960,0,17,1,3,0,
1426,200,1963,12,29,1964,3,2,UKG-1963,UKG-1963,1,7,0,3,0,
1428,530,1975,12,-9,1975,12,20,ETH-1974-2,ETH-1974-2,0,17,1,2,1,
1428,520,1975,12,-9,1975,12,20,SOM-1969,SOM-1969,1,17,1,2,1,
1430,541,1975,10,9,1977,11,27,MZM-1975,MZM-1975,1,17,1,3,0,
1430,552,1975,10,9,1977,11,27,ZIM-1965,ZIM-1965,0,17,1,3,0,
1430,551,1976,6,14,1977,8,31,ZAM-1964,ZAM-1964,1,17,0,3,0,
1435,816,1975,5,-9,1979,1,7,DRV-1969,DRV-1969,1,20,1,2,1,
1435,811,1975,5,-9,1979,1,7,CAM-1975,CAM-1975,0,20,1,2,1,
1441,551,1976,1,28,1976,9,-9,ZAM-1964,ZAM-1964,1,7,0,6,0,
1441,540,1975,8,22,1988,8,22,,ANG-1979,0,20,1,6,0,
1441,40,1975,10,-9,1988,8,30,CUB-1959,CUB-1959,0,20,0,6,0,
1441,560,1975,8,22,1988,8,22,SAF-1966-2,SAF-1978,1,20,1,6,0,
1441,490,1977,3,8,1978,1,20,DRC-1965,DRC-1965,1,17,0,6,0,
1441,541,1975,11,13,1975,11,13,MZM-1975,MZM-1975,0,7,0,6,0,
1447,770,1971,4,7,1972,7,3,PAK-1969,PAK-1971,0,20,1,2,1,
1447,750,1971,4,7,1972,7,3,IND-1966-2,IND-1966-2,1,20,1,2,1,
1466,790,1962,3,28,1962,10,5,NEP-1955,NEP-1955,1,16,1,3,0,1
1466,750,1962,3,28,1962,10,5,IND-1947,IND-1947,0,15,1,3,0,0
1466,710,1962,10,5,1962,10,5,CHN-1949,CHN-1949,1,1,0,3,0,
1469,750,1976,4,19,1976,4,20,IND-1966-2,IND-1966-2,0,17,1,2,1,
1469,771,1976,4,19,1976,4,20,BNG-1975-2,BNG-1975-2,1,17,1,2,1,
1472,2,1975,2,26,1975,9,1,USA-1974,USA-1974,1,17,0,3,0,
1472,731,1975,2,15,1975,9,15,PRK-1948,PRK-1948,0,17,1,3,0,
1472,732,1975,2,15,1975,9,15,ROK-1961-2,ROK-1961-2,1,17,1,3,0,
1480,365,1969,4,-9,1969,4,-9,RUS-1964,RUS-1964,0,7,0,3,0,
1480,666,1967,6,29,1970,8,29,ISR-1963,ISR-1969-2,1,20,1,3,0,
1480,651,1967,6,29,1970,8,29,EGY-1954,EGY-1954,0,20,1,3,0,
1482,145,1866,4,11,1866,4,11,,,0,18,0,5,0,
1482,130,1866,2,27,1866,2,27,,,0,18,0,5,0,
1482,155,1865,2,5,1866,5,9,,,0,17,1,5,0,
1482,230,1865,2,5,1866,5,9,,,1,17,1,5,0,
1482,135,1865,11,-9,1866,5,9,,,0,17,0,5,0,
1486,740,1884,12,4,1885,4,18,JPN-1868,JPN-1868,1,17,1,2,1,
1486,710,1884,12,4,1885,4,18,CHN-1861,CHN-1861,0,17,1,2,1,
1490,730,1894,6,5,1894,7,23,KOR-1873,KOR-1873,0,17,1,3,0,
1490,710,1894,6,5,1895,4,17,CHN-1861,CHN-1861,0,20,1,3,0,
1490,740,1894,6,5,1895,4,17,JPN-1892,JPN-1892,1,20,1,3,0,
1498,230,1846,11,7,1846,12,7,,,0,0,1,3,0,0
1498,135,1846,11,7,1846,12,7,,,1,8,1,3,0,1
1498,155,1846,12,7,1846,12,7,,,1,8,0,3,0,
1506,135,1852,4,13,1853,3,16,,,0,0,1,3,0,0
1506,100,1852,4,13,1853,3,16,,,1,1,1,3,0,1
1506,155,1852,9,14,1853,3,16,,,0,7,0,3,0,
1518,135,1879,2,15,1883,10,20,PER-1876,PER-1882,0,20,0,3,0,
1518,155,1878,11,8,1883,10,20,CHL-1876,CHL-1881,1,20,1,3,0,
1518,145,1878,11,8,1880,6,22,BOL-1876,BOL-1880,0,20,1,3,0,
1519,100,1863,8,-9,1863,12,30,,,1,17,1,2,1,
1519,130,1863,8,-9,1863,12,30,,,0,17,1,2,1,
1520,100,1862,6,19,1862,7,31,,,1,17,1,2,1,
1520,130,1862,6,19,1862,7,31,,,0,17,1,2,1,
1528,140,1851,4,-9,1852,2,3,BRA-1840,BRA-1840,1,20,1,2,1,
1528,160,1851,4,-9,1852,2,3,,,0,20,1,2,1,
1533,90,1876,1,-9,1876,5,8,GUA-1873,GUA-1873,1,20,1,2,1,
1533,92,1876,1,-9,1876,5,8,SAL-1871,SAL-1876-2,0,20,1,2,1,
1534,92,1890,6,23,1890,8,26,SAL-1890,SAL-1890,0,17,1,2,1,
1534,90,1890,6,23,1890,8,26,GUA-1885,GUA-1885,1,17,1,2,1,
1535,2,1885,3,10,1885,3,-9,USA-1885,USA-1885,0,7,0,4,0,
1535,70,1885,3,-9,1885,3,-9,MEX-1876,MEX-1876,0,10,0,4,0,
1535,92,1885,2,28,1885,4,15,SAL-1876-2,SAL-1876-2,0,20,1,4,0,
1535,90,1885,2,28,1885,4,15,GUA-1873,GUA-1885,1,20,1,4,0,
1545,70,1875,3,26,1875,6,12,MEX-1872,MEX-1872,1,17,1,2,1,
1545,2,1875,3,26,1875,6,12,USA-1869,USA-1869,0,17,1,2,1,
1549,70,1860,3,6,1860,3,20,,,0,17,1,2,1,
1549,2,1860,3,6,1860,3,20,,,1,17,1,2,1,
1552,70,1843,8,23,1848,2,2,,,0,20,1,2,1,
1552,2,1843,8,23,1848,2,2,,,1,20,1,2,1,
1557,2,1898,1,3,1898,8,12,USA-1897,USA-1897,1,20,1,2,1,
1557,230,1898,1,3,1898,8,12,SPN-1897-2,SPN-1897-2,0,20,1,2,1,
1563,155,1864,4,25,1864,9,27,,,0,8,0,3,0,
1563,135,1864,4,14,1865,1,27,,,0,10,1,3,0,0
1563,230,1864,4,14,1865,1,27,,,1,14,1,3,0,1
1569,350,1896,12,-9,1897,5,20,GRC-1863,GRC-1863,1,20,1,2,1,
1569,640,1896,12,-9,1897,5,20,TUR-1876-2,TUR-1876-2,0,20,1,2,1,
1571,640,1882,8,29,1882,9,6,TUR-1876-2,TUR-1876-2,1,17,1,2,1,
1571,350,1882,8,29,1882,9,6,GRC-1863,GRC-1863,0,17,1,2,1,
1573,640,1878,1,7,1878,2,6,TUR-1876-2,TUR-1876-2,0,7,1,2,1,0
1573,350,1878,1,7,1878,2,6,GRC-1863,GRC-1863,1,18,1,2,1,
1575,350,1868,11,19,1869,1,20,GRC-1863,GRC-1863,1,17,1,2,1,
1575,640,1868,11,19,1869,1,20,TUR-1861,TUR-1861,0,17,1,2,1,
1579,350,1829,9,-9,1829,9,25,,,0,17,1,2,1,
1579,640,1829,9,-9,1829,9,25,,,1,17,1,2,1,
1580,230,1859,10,25,1860,4,26,,,1,20,1,2,1,
1580,600,1859,10,25,1860,4,26,,,0,20,1,2,1,
1587,140,1850,9,-9,1850,10,14,BRA-1840,BRA-1840,1,17,1,2,1,
1587,150,1850,9,-9,1850,10,14,,,0,17,1,2,1,
1590,150,1863,8,30,1870,3,1,,,1,20,1,3,0,
1590,140,1863,8,30,1870,3,1,BRA-1840,BRA-1840,0,20,1,3,0,
1590,160,1865,4,30,1870,3,1,,,0,20,0,3,0,
1608,160,1965,11,6,1965,12,11,ARG-1963,ARG-1963,0,17,1,2,1,
1608,155,1965,11,6,1965,12,11,CHL-1964,CHL-1964,1,17,1,2,1,
1610,800,1968,2,24,1968,8,13,THI-1963,THI-1963,1,17,1,2,1,
1610,811,1968,2,24,1968,8,13,CAM-1953,CAM-1953,0,17,1,2,1,
1612,670,1973,3,29,1973,4,6,SAU-1964,SAU-1964,0,7,0,3,0,
1612,645,1972,12,21,1973,4,21,IRQ-1968,IRQ-1968,1,17,1,3,0,
1612,690,1972,12,21,1973,4,21,KUW-1965,KUW-1965,0,17,1,3,0,
1613,690,1975,3,7,1975,6,25,KUW-1965,KUW-1965,0,17,1,2,1,
1613,645,1975,3,7,1975,6,25,IRQ-1968,IRQ-1968,1,17,1,2,1,
1614,355,1941,12,19,1941,12,19,BUL-1918,BUL-1918,0,0,1,4,0,0
1614,310,1941,12,19,1941,12,19,HUN-1920,HUN-1920,0,0,1,4,0,0
1614,360,1941,12,19,1941,12,19,RUM-1940,RUM-1940,0,0,1,4,0,0
1614,93,1941,12,19,1941,12,19,NIC-1937,NIC-1937,1,18,1,4,0,
1643,155,1891,1,-9,1891,2,4,CHL-1886,CHL-1886,0,0,1,3,0,0
1643,200,1891,1,-9,1891,2,4,UKG-1886-2,UKG-1886-2,1,7,1,3,0,1
1643,220,1891,1,22,1891,2,4,FRN-1890,FRN-1890,1,7,0,3,0,
1644,42,1895,1,10,1895,3,11,DOM-1887,DOM-1887,0,0,1,3,0,0
1644,2,1895,2,11,1895,3,11,USA-1893,USA-1893,0,7,0,3,0,
1644,220,1895,1,10,1895,3,11,FRN-1894,FRN-1895-1,1,7,1,3,0,1
1646,140,1895,5,-9,1895,8,15,BRA-1894,BRA-1894,0,17,1,2,1,
1646,220,1895,5,-9,1895,8,15,FRN-1895-1,FRN-1895-1,1,17,1,2,1,
1647,220,1895,5,15,1896,3,16,FRN-1895-1,FRN-1895-2,1,17,1,2,1,
1647,140,1895,5,15,1896,3,16,BRA-1894,BRA-1894,0,17,1,2,1,
1685,366,1939,9,14,1939,9,21,EST-1933-2,EST-1933-2,1,17,1,2,1,
1685,290,1939,9,14,1939,9,21,POL-1935,,0,17,1,2,1,
1694,200,1942,1,25,1942,1,25,UKG-1940,UKG-1940,0,0,1,3,0,0
1694,800,1942,1,25,1942,1,25,THI-1938,THI-1938,1,18,1,3,0,
1694,2,1942,1,25,1942,1,25,USA-1933,USA-1933,0,0,1,3,0,0
1695,310,1944,2,-9,1944,9,20,HUN-1920,HUN-1920,0,17,1,2,1,
1695,255,1944,2,-9,1944,9,20,GMY-1933,GMY-1933,1,17,1,2,1,
1698,200,1947,2,15,1947,10,3,UKG-1945,UKG-1945,0,0,1,3,0,0
1698,155,1947,2,15,1947,8,15,CHL-1946-5,CHL-1946-5,1,14,1,3,0,1
1698,160,1947,4,3,1947,10,3,ARG-1946,ARG-1946,1,14,0,3,0,
1703,355,1952,9,-9,1952,10,26,BUL-1950,BUL-1950,0,7,0,6,0,
1703,360,1952,9,-9,1952,10,26,RUM-1947,RUM-1947,0,7,0,6,0,
1703,310,1952,7,2,1952,10,2,HUN-1945,HUN-1945,0,16,1,6,0,0
1703,365,1952,7,15,1952,10,26,RUS-1923,RUS-1923,0,11,0,6,0,
1703,345,1952,7,2,1952,10,2,YUG-1945,YUG-1945,1,16,1,6,0,1
1703,315,1952,9,-9,1952,10,26,CZE-1948,CZE-1948,0,7,0,6,0,
1707,750,1958,7,2,1958,11,8,IND-1947,IND-1947,0,17,1,2,1,
1707,710,1958,7,2,1958,11,8,CHN-1949,CHN-1949,1,17,1,2,1,
1715,710,1967,9,7,1967,10,10,CHN-1949,CHN-1949,0,17,1,2,1,
1715,750,1967,9,7,1967,10,10,IND-1966-2,IND-1966-2,1,17,1,2,1,
1723,365,1919,5,25,1919,7,-9,RUS-1917,RUS-1917,0,17,1,2,1,
1723,375,1919,5,25,1919,7,-9,FIN-1918,,1,17,1,2,1,
1773,255,1914,8,8,1915,2,3,GMY-1888-2,GMY-1888-2,0,17,1,2,1,
1773,235,1914,8,8,1915,2,3,POR-1911,POR-1911,1,17,1,2,1,
1777,710,1918,12,-9,1919,7,19,CHN-1918,CHN-1918,0,17,1,2,1,
1777,740,1918,12,-9,1919,7,19,JPN-1918,JPN-1918,1,17,1,2,1,
1785,740,1941,8,4,1941,12,8,JPN-1940-2,JPN-1941,0,17,1,2,1,
1785,800,1941,8,4,1941,12,8,THI-1938,THI-1938,1,17,1,2,1,
1789,100,1943,11,17,1944,1,17,COL-1942,COL-1942,0,18,1,2,1,
1789,255,1943,11,17,1944,1,17,GMY-1933,GMY-1933,1,16,1,2,1,1
1790,310,1944,12,30,1944,12,30,,,1,18,1,2,1,
1790,255,1944,12,30,1944,12,30,GMY-1933,GMY-1933,0,0,1,2,1,0
1792,220,1946,5,7,1946,11,17,FRN-1946-1,FRN-1946-2,1,17,1,2,1,
1792,800,1946,5,7,1946,11,17,THI-1944,THI-1946,0,17,1,2,1,
1793,645,1948,5,15,1948,11,18,IRQ-1939,IRQ-1939,1,20,1,6,0,
1793,660,1948,5,15,1948,11,18,LEB-1943,LEB-1943,1,20,1,6,0,
1793,651,1948,5,15,1948,11,18,EGY-1936,EGY-1936,1,20,1,6,0,
1793,666,1948,5,15,1948,11,18,ISR-1948,ISR-1948,0,20,1,6,0,
1793,663,1948,5,15,1948,11,18,JOR-1921,JOR-1921,1,20,1,6,0,
1793,652,1948,5,15,1948,11,18,SYR-1943,SYR-1943,1,20,1,6,0,
1804,551,1965,11,11,1965,12,3,ZAM-1964,ZAM-1964,0,8,1,3,0,0
1804,552,1965,11,11,1965,12,3,ZIM-1965,ZIM-1965,1,7,1,3,0,1
1804,200,1965,12,3,1965,12,3,UKG-1964,UKG-1964,0,7,0,3,0,
2000,210,1953,5,11,1953,9,23,NTH-1948,NTH-1948,0,17,1,2,1,
2000,850,1953,5,11,1953,9,23,INS-1949-2,INS-1949-2,1,17,1,2,1,
2009,710,1950,8,17,1950,8,27,CHN-1949,CHN-1949,0,17,1,2,1,
2009,200,1950,8,17,1950,8,27,UKG-1945,UKG-1945,1,17,1,2,1,
2020,800,1948,7,21,1948,10,18,THI-1947,THI-1947,0,17,1,2,1,
2020,220,1948,7,21,1948,10,18,,FRN-1948-3,1,17,1,2,1,
2032,710,1955,5,10,1955,5,10,CHN-1949,CHN-1949,0,17,1,2,1,
2032,2,1955,5,10,1955,5,10,USA-1953,USA-1953,1,17,1,2,1,
2033,710,1954,7,23,1954,7,26,CHN-1949,CHN-1949,0,17,1,2,1,
2033,2,1954,7,23,1954,7,26,USA-1953,USA-1953,1,17,1,2,1,
2035,710,1953,7,27,1953,9,12,CHN-1949,CHN-1949,0,0,1,3,0,0
2035,2,1953,7,27,1953,9,12,USA-1953,USA-1953,1,17,1,3,0,
2035,365,1953,7,27,1953,9,12,RUS-1953-2,RUS-1953-2,0,17,1,3,0,
2050,100,1932,9,9,1933,5,25,COL-1930,COL-1930,0,0,1,3,0,0
2050,135,1932,9,9,1933,5,25,PER-1931-4,PER-1933,0,17,1,3,0,
2050,140,1932,9,9,1933,5,25,BRA-1930,BRA-1930,1,17,1,3,0,
2053,365,1979,12,30,1982,4,-9,RUS-1964,RUS-1964,1,16,0,3,0,
2053,770,1979,3,13,1982,1,13,PAK-1977,PAK-1977,0,17,1,3,0,
2053,700,1979,3,13,1982,1,13,AFG-1978,AFG-1979-2,1,17,1,3,0,
2054,365,1984,8,19,1985,5,30,RUS-1984,RUS-1985,1,7,0,3,0,
2054,700,1983,9,18,1987,5,18,AFG-1979-2,AFG-1986,1,16,1,3,0,1
2054,770,1983,9,18,1987,5,18,PAK-1977,PAK-1977,0,16,1,3,0,0
2066,530,1965,6,11,1965,6,11,ETH-1941,ETH-1941,1,17,1,2,1,
2066,520,1965,6,11,1965,6,11,SOM-1960,SOM-1960,0,17,1,2,1,
2067,530,1966,3,31,1966,3,31,ETH-1941,ETH-1941,0,17,1,2,1,
2067,520,1966,3,31,1966,3,31,SOM-1960,SOM-1960,1,17,1,2,1,
2069,40,1977,7,28,1978,3,9,CUB-1959,CUB-1959,0,20,0,3,0,
2069,520,1977,2,22,1978,3,22,SOM-1969,SOM-1969,1,20,1,3,0,
2069,530,1977,2,22,1978,3,22,ETH-1977,ETH-1977,0,20,1,3,0,
2071,530,1980,2,24,1981,6,13,ETH-1977,ETH-1977,1,20,1,2,1,
2071,520,1980,2,24,1981,6,13,SOM-1969,SOM-1969,0,20,1,2,1,
2072,520,1982,7,6,1984,1,30,SOM-1969,SOM-1969,0,20,1,2,1,
2072,530,1982,7,6,1984,1,30,ETH-1977,ETH-1977,1,20,1,2,1,
2074,530,1984,12,20,1985,1,1,ETH-1977,ETH-1977,1,17,1,2,1,
2074,520,1984,12,20,1985,1,1,SOM-1969,SOM-1969,0,17,1,2,1,
2075,530,1985,9,16,1985,10,20,ETH-1977,ETH-1977,1,17,1,2,1,
2075,520,1985,9,16,1985,10,20,SOM-1969,SOM-1969,0,17,1,2,1,
2107,645,1966,5,23,1966,5,23,IRQ-1966,IRQ-1966,1,17,1,2,1,
2107,630,1966,5,23,1966,5,23,IRN-1953,IRN-1953,0,17,1,2,1,
2110,645,1972,1,14,1972,5,-9,IRQ-1968,IRQ-1968,1,17,1,2,1,
2110,630,1972,1,14,1972,5,-9,IRN-1953,IRN-1953,0,17,1,2,1,
2111,630,1973,1,2,1973,3,3,IRN-1953,IRN-1953,1,17,1,2,1,
2111,645,1973,1,2,1973,3,3,IRQ-1968,IRQ-1968,0,17,1,2,1,
2112,630,1973,12,24,1975,3,13,IRN-1953,IRN-1953,1,17,1,2,1,
2112,645,1973,12,24,1975,3,13,IRQ-1968,IRQ-1968,0,17,1,2,1,
2115,630,1980,7,31,1988,8,20,IRN-1979,IRN-1979,0,20,1,2,1,
2115,645,1980,7,31,1988,8,20,IRQ-1979,IRQ-1979,1,20,1,2,1,
2118,130,1984,1,15,1984,1,15,ECU-1981,ECU-1981,0,17,1,2,1,
2118,135,1984,1,15,1984,1,15,PER-1980,PER-1980,1,17,1,2,1,
2119,130,1981,1,23,1981,3,5,ECU-1979,ECU-1979,0,17,1,2,1,
2119,135,1981,1,23,1981,3,5,PER-1980,PER-1980,1,17,1,2,1,
2120,130,1977,7,8,1978,1,20,ECU-1976,ECU-1976,1,17,1,2,1,
2120,135,1977,7,8,1978,1,20,PER-1975,PER-1975,0,17,1,2,1,
2126,135,1911,1,27,1911,1,28,PER-1908,PER-1908,1,17,1,2,1,
2126,130,1911,1,27,1911,1,28,ECU-1906,ECU-1906,0,17,1,2,1,
2133,145,1930,1,16,1930,1,26,BOL-1926,BOL-1926,1,17,1,2,1,
2133,150,1930,1,16,1930,1,26,PAR-1928,PAR-1928,0,17,1,2,1,
2141,620,1979,3,11,1979,6,3,LIB-1969,LIB-1969,0,20,0,3,0,
2141,510,1978,10,11,1979,6,11,TAZ-1961,TAZ-1961,1,20,1,3,0,
2141,500,1978,10,11,1979,6,11,UGA-1971,UGA-1979-1,0,20,1,3,0,
2142,625,1977,1,1,1977,4,12,SUD-1971-2,SUD-1971-2,0,17,1,2,1,
2142,530,1977,1,1,1977,4,12,ETH-1974-2,ETH-1977,1,17,1,2,1,
2149,812,1977,7,-9,1977,10,2,LAO-1975,LAO-1975,0,17,1,2,1,
2149,811,1977,7,-9,1977,10,2,CAM-1975,CAM-1975,1,17,1,2,1,
2150,482,1977,5,14,1977,5,25,CEN-1966,CEN-1966,0,17,0,7,0,
2150,500,1977,4,28,1977,5,25,UGA-1971,UGA-1971,0,17,0,7,0,
2150,600,1977,4,16,1977,5,20,MOR-1961,MOR-1961,0,17,0,7,0,
2150,651,1977,5,1,1977,5,25,EGY-1970,EGY-1970,0,17,0,7,0,
2150,40,1977,3,8,1977,5,8,CUB-1959,CUB-1959,1,17,1,7,0,
2150,490,1977,3,8,1977,5,8,DRC-1965,DRC-1965,0,17,1,7,0,
2150,540,1977,3,8,1977,5,8,ANG-1975,ANG-1975,1,17,1,7,0,
2152,670,1980,2,3,1980,2,15,SAU-1975,SAU-1975,1,17,1,2,1,
2152,678,1980,2,3,1980,2,15,YEM-1978,YEM-1978,0,17,1,2,1,
2155,678,1966,12,28,1967,4,22,YEM-1962-2,YEM-1962-2,1,17,1,2,1,
2155,200,1966,12,28,1967,4,22,UKG-1964,UKG-1964,0,17,1,2,1,
2176,2,1983,5,20,1984,5,20,USA-1981,USA-1981,1,7,0,3,0,
2176,350,1982,11,23,1984,3,23,GRC-1981,GRC-1981,0,8,1,3,0,0
2176,640,1982,11,23,1984,3,23,TUR-1980,TUR-1983,1,16,1,3,0,1
2179,350,1986,6,24,1987,7,28,GRC-1981,GRC-1981,0,17,1,2,1,
2179,640,1986,6,24,1987,7,28,TUR-1983,TUR-1983,1,17,1,2,1,
2181,700,1956,4,30,1956,5,20,AFG-1953,AFG-1953,1,17,1,2,1,
2181,770,1956,4,30,1956,5,20,PAK-1955,PAK-1955,0,17,1,2,1,
2184,2,1918,3,28,1918,4,10,USA-1913,USA-1913,1,17,1,2,1,
2184,70,1918,3,28,1918,4,10,MEX-1915,MEX-1915,0,17,1,2,1,
2186,732,1949,5,4,1949,8,19,ROK-1948,ROK-1948,0,17,1,2,1,
2186,731,1949,5,4,1949,8,19,PRK-1948,PRK-1948,1,17,1,2,1,
2187,2,1958,3,6,1961,9,16,USA-1953,USA-1961,0,7,0,3,0,
2187,732,1958,2,16,1961,9,16,ROK-1948,ROK-1961-2,0,17,1,3,0,
2187,731,1958,2,16,1961,9,16,PRK-1948,PRK-1948,1,17,1,3,0,
2192,2,1977,4,7,1978,5,7,USA-1977,USA-1977,1,16,1,3,0,1
2192,732,1977,4,7,1978,5,7,ROK-1961-2,ROK-1961-2,1,17,1,3,0,
2192,731,1977,4,7,1978,5,7,PRK-1948,PRK-1948,0,17,1,3,0,
2193,2,1979,3,1,1980,3,1,USA-1977,USA-1977,0,8,1,3,0,0
2193,731,1979,3,1,1980,12,1,PRK-1948,PRK-1948,1,17,1,3,0,
2193,732,1979,3,1,1980,12,1,ROK-1961-2,ROK-1980-2,0,17,1,3,0,
2194,732,1981,7,4,1982,7,13,ROK-1980-2,ROK-1980-2,0,17,1,2,1,
2194,731,1981,7,4,1982,7,13,PRK-1948,PRK-1948,1,17,1,2,1,
2195,2,1983,2,1,1983,2,10,USA-1981,USA-1981,0,7,0,3,0,
2195,732,1983,1,31,1983,8,12,ROK-1980-2,ROK-1980-2,0,17,1,3,0,
2195,731,1983,1,31,1983,8,12,PRK-1948,PRK-1948,1,17,1,3,0,
2196,2,1984,11,10,1985,4,10,USA-1981,USA-1981,1,17,1,3,0,
2196,731,1984,11,10,1985,10,10,PRK-1948,PRK-1948,0,17,1,3,0,
2196,732,1984,11,10,1985,10,10,ROK-1980-2,ROK-1980-2,1,17,1,3,0,
2198,732,1986,8,5,1986,8,19,ROK-1980-2,ROK-1980-2,1,17,1,2,1,
2198,731,1986,8,5,1986,8,19,PRK-1948,PRK-1948,0,17,1,2,1,
2205,740,1916,8,13,1917,2,13,JPN-1914,JPN-1916,1,17,1,2,1,
2205,710,1916,8,13,1917,2,13,CHN-1916,CHN-1916,0,17,1,2,1,
2208,220,1926,3,15,1926,3,15,FRN-1925-2,FRN-1925-2,1,7,0,8,0,
2208,255,1926,3,15,1926,3,15,GMY-1925,GMY-1925,1,7,0,8,0,
2208,200,1926,3,15,1926,3,15,UKG-1924-2,UKG-1924-2,1,7,0,8,0,
2208,2,1926,3,15,1926,3,15,USA-1923,USA-1923,1,7,0,8,0,
2208,365,1926,3,15,1926,3,15,RUS-1923,RUS-1923,1,7,0,8,0,
2208,325,1926,3,15,1926,3,15,ITA-1922-2,ITA-1922-2,1,7,0,8,0,
2208,710,1926,3,12,1926,3,18,CHN-1924,CHN-1924,0,16,1,8,0,0
2208,740,1926,3,12,1926,3,18,JPN-1926,JPN-1926,1,7,1,8,0,1
2211,740,1933,4,2,1933,8,-9,JPN-1932-2,JPN-1932-2,1,17,1,2,1,
2211,710,1933,4,2,1933,8,-9,CHN-1928,CHN-1928,0,17,1,2,1,
2214,740,1936,7,10,1936,12,30,JPN-1936,JPN-1936,0,17,1,2,1,
2214,710,1936,7,10,1936,12,30,CHN-1928,CHN-1928,1,17,1,2,1,
2219,2,1961,12,3,1962,8,14,USA-1961,USA-1961,0,7,0,4,0,
2219,365,1962,2,14,1962,8,14,RUS-1953-2,RUS-1953-2,1,7,0,4,0,
2219,265,1961,11,19,1962,10,19,GDR-1950,GDR-1950,1,17,1,4,0,
2219,260,1961,11,19,1962,10,19,GFR-1949,GFR-1949,0,17,1,4,0,
2229,740,1982,6,23,1983,1,19,JPN-1980-2,JPN-1982,0,0,1,3,0,0
2229,2,1982,9,-9,1983,1,19,USA-1981,USA-1981,0,7,0,3,0,
2229,365,1982,6,23,1983,1,19,RUS-1964,RUS-1982,1,7,1,3,0,1
2231,365,1983,11,23,1984,5,20,RUS-1982,RUS-1984,1,7,1,4,0,1
2231,2,1983,11,23,1984,5,20,USA-1981,USA-1981,0,7,1,4,0,0
2231,260,1983,11,24,1984,5,20,GFR-1982,GFR-1982,0,7,0,4,0,
2231,315,1984,4,20,1984,5,20,CZE-1968-3,CZE-1968-3,1,16,0,4,0,
2232,265,1985,3,24,1985,9,7,GDR-1971,GDR-1971,0,0,1,4,0,0
2232,200,1985,6,4,1985,9,7,UKG-1979,UKG-1979,1,12,0,4,0,
2232,365,1985,3,24,1985,9,7,RUS-1985,RUS-1985,0,16,1,4,0,0
2232,2,1985,3,24,1985,9,7,USA-1981,USA-1981,1,12,1,4,0,1
2234,41,1911,7,16,1911,8,19,HAI-1908,HAI-1911,0,0,1,3,0,0
2234,255,1911,7,25,1911,8,19,GMY-1888-2,GMY-1888-2,1,7,0,3,0,
2234,2,1911,7,16,1911,8,19,USA-1909,USA-1909,1,7,1,3,0,1
2244,2,1954,1,22,1956,11,22,USA-1953,USA-1953,0,17,1,3,0,
2244,732,1954,5,4,1956,11,10,ROK-1948,ROK-1948,0,17,0,3,0,
2244,731,1954,1,22,1956,11,22,PRK-1948,PRK-1948,1,17,1,3,0,
2245,530,1987,2,12,1987,2,12,ETH-1977,ETH-1977,1,17,1,2,1,
2245,520,1987,2,12,1987,2,12,SOM-1969,SOM-1969,0,17,1,2,1,
2300,200,1893,12,23,1893,12,23,UKG-1892,UKG-1892,0,17,1,2,1,
2300,220,1893,12,23,1893,12,23,FRN-1893-2,FRN-1893-2,1,17,1,2,1,
2339,93,1948,12,8,1949,2,21,NIC-1947-2,NIC-1947-2,1,17,1,2,1,
2339,94,1948,12,8,1949,2,21,COS-1948-2,COS-1948-2,0,17,1,2,1,
2344,93,1962,8,14,1962,8,14,NIC-1956,NIC-1956,1,17,1,2,1,
2344,91,1962,8,14,1962,8,14,HON-1957,HON-1957,0,17,1,2,1,
2346,93,1978,9,12,1978,12,26,NIC-1967,NIC-1967,1,17,1,2,1,
2346,94,1978,9,12,1978,12,26,COS-1978,COS-1978,0,17,1,2,1,
2347,91,1981,4,28,1985,10,7,HON-1978,HON-1982,0,17,1,3,0,
2347,2,1981,10,7,1985,10,7,USA-1981,USA-1981,0,7,0,3,0,
